ID,NM_UF,NM_MUNICIP,CD_GEOCODM_SUS,LONG,LAT
4691,PIAUÍ,SÃO JULIÃO,221030,-40.8369132447998,-7.08531500457718
4694,PIAUÍ,SÃO LOURENÇO DO PIAUÍ,221035,-42.5443519903866,-9.17200187707728
4695,PIAUÍ,SÃO LUIS DO PIAUÍ,221037,-41.3228378191747,-6.82814382976455
4698,PIAUÍ,SÃO MIGUEL DA BAIXA GRANDE,221038,-42.1853773737544,-5.86229863428784
4699,PIAUÍ,SÃO MIGUEL DO FIDALGO,221039,-42.3705290411912,-7.58496911892799
4700,PIAUÍ,SÃO MIGUEL DO TAPUIO,221040,-41.319798489524,-5.50066369912748
4704,PIAUÍ,SÃO PEDRO DO PIAUÍ,221050,-42.7236601720603,-5.91395164656097
4709,PIAUÍ,SÃO RAIMUNDO NONATO,221060,-42.6922851641908,-9.0153604823547
4713,PIAUÍ,SEBASTIÃO BARROS,221062,-44.8332841775162,-10.8166752206016
4714,PIAUÍ,SEBASTIÃO LEAL,221063,-44.0676917696104,-7.57738563015195
4716,PIAUÍ,SIGEFREDO PACHECO,221065,-41.727559224799,-4.91168916423737
4719,PIAUÍ,SIMÕES,221070,-40.8175090683555,-7.59913716568336
4721,PIAUÍ,SIMPLÍCIO MENDES,221080,-41.9109103616519,-7.85795729388299
4724,PIAUÍ,SOCORRO DO PIAUÍ,221090,-42.5046917237203,-7.86493805710391
4727,PIAUÍ,SUSSUAPARA,221093,-41.392267730941,-7.01701058882809
4728,PIAUÍ,TAMBORIL DO PIAUÍ,221095,-42.909688830207,-8.40043178009231
4729,PIAUÍ,TANQUE DO PIAUÍ,221097,-42.2839013404883,-6.59635346741982
4761,PIAUÍ,TERESINA,221100,-42.8052704582233,-5.0863419523217
4762,PIAUÍ,UNIÃO,221110,-42.8629297159506,-4.58601815914006
4768,PIAUÍ,URUÇUÍ,221120,-44.5602559238525,-7.22950334456247
4773,PIAUÍ,VALENÇA DO PIAUÍ,221130,-41.7405359913299,-6.39819602271571
4776,PIAUÍ,VÁRZEA BRANCA,221135,-42.9694445350297,-9.23654108934563
4777,PIAUÍ,VÁRZEA GRANDE,221140,-42.2531016233438,-6.5429475544247
4779,PIAUÍ,VERA MENDES,221150,-41.4797367500354,-7.60284928289199
4780,PIAUÍ,VILA NOVA DO PIAUÍ,221160,-40.937801396493,-7.14104643395254
4781,PIAUÍ,WALL FERRAZ,221170,-41.9089536203039,-7.23577900641265
4782,CEARÁ,ABAIARA,230010,-39.0475466361851,-7.35697659589831
4785,CEARÁ,ACARAPE,230015,-38.7056237709826,-4.22313840937244
4792,CEARÁ,ACARAÚ,230020,-40.1182414711655,-2.885310540095
4804,CEARÁ,ACOPIARA,230030,-39.4557052761772,-6.092761995
4817,CEARÁ,AIUABA,230040,-40.1231600775541,-6.56329844005168
4823,CEARÁ,ALCÂNTARAS,230050,-40.5446381225739,-3.58698376924817
4827,CEARÁ,ALTANEIRA,230060,-39.7458206389421,-6.9974983508052
4830,CEARÁ,ALTO SANTO,230070,-38.2727781487196,-5.52208173974523
4837,CEARÁ,AMONTADA,230075,-39.8288227917225,-3.36487780347731
4851,CEARÁ,ANTONINA DO NORTE,230080,-39.9823868418819,-6.77968784711829
4854,CEARÁ,APUIARÉS,230090,-39.4304227833004,-3.94801851861481
4859,CEARÁ,AQUIRAZ,230100,-38.3898029588509,-3.9061945
4868,CEARÁ,ARACATI,230110,-37.7727525989113,-4.56706647
4891,CEARÁ,ARACOIABA,230120,-38.8094409691659,-4.37039380697671
4910,CEARÁ,ARARENDÁ,230125,-40.8310967349814,-4.75193827199216
4913,CEARÁ,ARARIPE,230130,-40.1374458093569,-7.20618378918069
4918,CEARÁ,ARATUBA,230140,-39.047554561796,-4.41693064499256
4920,CEARÁ,ARNEIROZ,230150,-40.161443712374,-6.31942580302218
4925,CEARÁ,ASSARÉ,230160,-39.8712747474926,-6.87260711221149
4930,CEARÁ,AURORA,230170,-38.9769908769444,-6.94039183200645
4935,CEARÁ,BAIXIO,230180,-38.7201259159638,-6.7271620493217
4936,CEARÁ,BANABUIÚ,230185,-38.9257848049298,-5.3150473039948
4941,CEARÁ,BARBALHA,230190,-39.3023163692257,-7.30717212691268
4946,CEARÁ,BARREIRA,230195,-38.6385018295574,-4.28876226676818
4955,CEARÁ,BARRO,230200,-38.7798806460522,-7.16820872668523
4965,CEARÁ,BARROQUINHA,230205,-41.1394815381655,-3.00911674619191
4968,CEARÁ,BATURITÉ,230210,-38.8800213756291,-4.33120515640856
4972,CEARÁ,BEBERIBE,230220,-38.1232730421463,-4.17476322117715
4995,CEARÁ,BELA CRUZ,230230,-40.1668429070243,-3.05510672431327
5000,CEARÁ,BOA VIAGEM,230240,-39.7332823425095,-5.12574387005676
5017,CEARÁ,BREJO SANTO,230250,-38.9855138673635,-7.49163800866139
5024,CEARÁ,CAMOCIM,230260,-40.847527740938,-2.9009665745879
5028,CEARÁ,CAMPOS SALES,230270,-40.3790031301681,-7.0733835
5035,CEARÁ,CANINDÉ,230280,-39.3103429528638,-4.35534428969186
5047,CEARÁ,CAPISTRANO,230290,-38.9018287595054,-4.45989661214017
5051,CEARÁ,CARIDADE,230300,-39.1930329149954,-4.22496000078457
5058,CEARÁ,CARIRÉ,230310,-40.4738448077338,-3.95161188001281
5067,CEARÁ,CARIRIAÇU,230320,-39.2843720295557,-7.041528
5074,CEARÁ,CARIÚS,230330,-39.4976886800605,-6.53112793786476
5079,CEARÁ,CARNAUBAL,230340,-40.935631577279,-4.16398856236529
5082,CEARÁ,CASCAVEL,230350,-38.2396859406771,-4.13143367820745
5088,CEARÁ,CATARINA,230360,-39.879466228339,-6.12755629081684
5090,CEARÁ,CATUNDA,230365,-40.2058037894278,-4.65154938565972
5093,CEARÁ,CAUCAIA,230370,-38.6640175358384,-3.736487
5102,CEARÁ,CEDRO,230380,-39.0597431480294,-6.6049605
5109,CEARÁ,CHAVAL,230390,-41.2445958219436,-3.03890118909178
5113,CEARÁ,CHORÓ,230393,-39.1374675315576,-4.84251565928672
5119,CEARÁ,CHOROZINHO,230395,-38.5012856666587,-4.30217091397851
5126,CEARÁ,COREAÚ,230400,-40.6569510757545,-3.54948786111024
5131,CEARÁ,CRATEÚS,230410,-40.6684001308448,-5.17695055079545
5150,CEARÁ,CRATO,230420,-39.4083902977886,-7.23175278993045
5164,CEARÁ,CROATÁ,230423,-40.9090450981578,-4.41405726551229
5172,CEARÁ,CRUZ,230425,-40.171278706542,-2.91670805035548
5177,CEARÁ,DEPUTADO IRAPUAN PINHEIRO,230426,-39.2615417650871,-5.90896237382936
5183,CEARÁ,ERERÊ,230427,-38.3472589620963,-6.03133272993446
5186,CEARÁ,EUSÉBIO,230428,-38.4451218386123,-3.88697288667811
5187,CEARÁ,FARIAS BRITO,230430,-39.5708350212066,-6.92710998064911
5196,CEARÁ,FORQUILHA,230435,-40.2587689981082,-3.79895774308495
5199,CEARÁ,FORTALEZA,230440,-38.5899275550432,-3.723805035
5204,CEARÁ,FORTIM,230445,-37.7989754860384,-4.44980491741282
5210,CEARÁ,FRECHEIRINHA,230450,-40.8214052011868,-3.76061193145276
5212,CEARÁ,GENERAL SAMPAIO,230460,-39.4535299504286,-4.05104127465347
5213,CEARÁ,GRAÇA,230465,-40.755524899564,-4.04693879398909
5216,CEARÁ,GRANJA,230470,-40.8299389910215,-3.11895215616977
5228,CEARÁ,GRANJEIRO,230480,-39.2203088858466,-6.88888437288031
5230,CEARÁ,GROAÍRAS,230490,-40.382146023886,-3.91195412920395
5233,CEARÁ,GUAIÚBA,230495,-38.6344347805213,-4.04024350050078
5239,CEARÁ,GUARACIABA DO NORTE,230500,-40.7526331779113,-4.1624510671404
5254,CEARÁ,GUARAMIRANGA,230510,-38.94063328506,-4.26205091860387
5259,CEARÁ,HIDROLÂNDIA,230520,-40.4018171243637,-4.40799944425957
5264,CEARÁ,HORIZONTE,230523,-38.4942395585521,-4.093278
5268,CEARÁ,IBARETAMA,230526,-38.8216783127295,-4.81865157790641
5275,CEARÁ,IBIAPINA,230530,-40.8939290197956,-3.93613126224114
5281,CEARÁ,IBICUITINGA,230533,-38.6408630485786,-4.96916642282456
5286,CEARÁ,ICAPUÍ,230535,-37.3535630985971,-4.71554948783128
5292,CEARÁ,ICÓ,230540,-38.8630851788798,-6.40303125193041
5307,CEARÁ,IGUATU,230550,-39.2999056781645,-6.36055472004592
5323,CEARÁ,INDEPENDÊNCIA,230560,-40.3093482605607,-5.39802810026086
5330,CEARÁ,IPAPORANGA,230565,-40.7579663399773,-4.90062978571446
5336,CEARÁ,IPAUMIRIM,230570,-38.7159037441224,-6.78836126021327
5340,CEARÁ,IPU,230580,-40.7187261447301,-4.31343168517722
5351,CEARÁ,IPUEIRAS,230590,-40.7156965105938,-4.543785495
5364,CEARÁ,IRACEMA,230600,-38.3046616556988,-5.80984255286376
5368,CEARÁ,IRAUÇUBA,230610,-39.7922381150857,-3.74541880170377
5372,CEARÁ,ITAIÇABA,230620,-37.821629513686,-4.68340471185561
5377,CEARÁ,ITAITINGA,230625,-38.5264051494908,-3.97045901630545
5378,CEARÁ,ITAPAGÉ,230630,-39.5835332386222,-3.68567310984199
5387,CEARÁ,ITAPIPOCA,230640,-39.583481575771,-3.4994355
5400,CEARÁ,ITAPIÚNA,230650,-38.9206739559252,-4.55474017465125
5404,CEARÁ,ITAREMA,230655,-39.915677748929,-2.923348
5410,CEARÁ,ITATIRA,230660,-39.6179040158845,-4.52892256233297
5417,CEARÁ,JAGUARETAMA,230670,-38.7625262979074,-5.61088956322615
5418,CEARÁ,JAGUARIBARA,230680,-38.4630972955508,-5.45750203396349
5420,CEARÁ,JAGUARIBE,230690,-38.6230050492668,-5.886459045
5425,CEARÁ,JAGUARUANA,230700,-37.7823914809586,-4.83955516829761
5434,CEARÁ,JARDIM,230710,-39.2841644573661,-7.58553646567843
5440,CEARÁ,JATI,230720,-39.0051387612294,-7.69274159478333
5443,CEARÁ,JIJOCA DE JERICOACOARA,230725,-40.4387354018727,-2.89968270887056
5445,CEARÁ,JUAZEIRO DO NORTE,230730,-39.3169933556143,-7.210766
5450,CEARÁ,JUCÁS,230740,-39.5267762434303,-6.52254927305863
5456,CEARÁ,LAVRAS DA MANGABEIRA,230750,-38.9672750539277,-6.75474797684014
5462,CEARÁ,LIMOEIRO DO NORTE,230760,-38.0990948704529,-5.15023902
5472,CEARÁ,MADALENA,230763,-39.5757886826003,-4.85243417660198
5480,CEARÁ,MARACANAÚ,230765,-38.6244186465865,-3.87696445102036
5482,CEARÁ,MARANGUAPE,230770,-38.6858512476873,-3.89186946
5504,CEARÁ,MARCO,230780,-40.1516436427496,-3.120707025
5508,CEARÁ,MARTINÓPOLE,230790,-40.6993551750691,-3.22501222744216
5509,CEARÁ,MASSAPÊ,230800,-40.3421348648013,-3.52387058428249
5517,CEARÁ,MAURITI,230810,-38.772795438031,-7.387398
5531,CEARÁ,MERUOCA,230820,-40.4508809567861,-3.53900666231988
5538,CEARÁ,MILAGRES,230830,-38.9431567662076,-7.31042779678189
5543,CEARÁ,MILHÃ,230835,-39.2035741816436,-5.67956410088697
5549,CEARÁ,MIRAÍMA,230837,-39.9700648820021,-3.56859990655738
5553,CEARÁ,MISSÃO VELHA,230840,-39.1451977078653,-7.24323151378516
5560,CEARÁ,MOMBAÇA,230850,-39.6244052478572,-5.74700454
5573,CEARÁ,MONSENHOR TABOSA,230860,-40.0700674615929,-4.78309129145873
5577,CEARÁ,MORADA NOVA,230870,-38.3649073450731,-5.09695200016721
5586,CEARÁ,MORAÚJO,230880,-40.6835989271198,-3.46636327439925
5590,CEARÁ,MORRINHOS,230890,-40.1241788929331,-3.22883053425389
5593,CEARÁ,MUCAMBO,230900,-40.7452804651593,-3.90602997959821
5597,CEARÁ,MULUNGU,230910,-38.9930659239268,-4.29952832007765
5600,CEARÁ,NOVA OLINDA,230920,-39.6794854726644,-7.08410281138904
5602,CEARÁ,NOVA RUSSAS,230930,-40.5653033548825,-4.7068083499366
5611,CEARÁ,NOVO ORIENTE,230940,-40.7747672682117,-5.53386483554612
5618,CEARÁ,OCARA,230945,-38.5985379827902,-4.48506654454779
5629,CEARÁ,ORÓS,230950,-38.9135959845487,-6.24279878368762
5635,CEARÁ,PACAJUS,230960,-38.4670222648935,-4.17054051
5638,CEARÁ,PACATUBA,230970,-38.6182993120325,-3.98612002229387
5643,CEARÁ,PACOTI,230980,-38.9258889386659,-4.22476543307066
5647,CEARÁ,PACUJÁ,230990,-40.6967361072542,-3.97839438605716
5648,CEARÁ,PALHANO,231000,-37.9662351610974,-4.74394507677329
5650,CEARÁ,PALMÁCIA,231010,-38.8450290663103,-4.14898177452437
5653,CEARÁ,PARACURU,231020,-39.0295453441225,-3.41163500915711
5658,CEARÁ,PARAIPABA,231025,-39.1481155272123,-3.43619672787107
5668,CEARÁ,PARAMBU,231030,-40.6942072413457,-6.21033600172244
5680,CEARÁ,PARAMOTI,231040,-39.2394664950313,-4.09743233197343
5684,CEARÁ,PEDRA BRANCA,231050,-39.7139376447036,-5.4546855
5690,CEARÁ,PENAFORTE,231060,-39.0741275240802,-7.82991461205567
5693,CEARÁ,PENTECOSTE,231070,-39.267008731469,-3.79626673615443
5697,CEARÁ,PEREIRO,231080,-38.4591360389541,-6.04507690203015
5699,CEARÁ,PINDORETAMA,231085,-38.3000879762561,-4.02780399274118
5704,CEARÁ,PIQUET CARNEIRO,231090,-39.419406255538,-5.80856955977343
5708,CEARÁ,PIRES FERREIRA,231095,-40.6465412477527,-4.24215414323442
5716,CEARÁ,PORANGA,231100,-40.9263795102653,-4.74395073194117
5722,CEARÁ,PORTEIRAS,231110,-39.1153314614829,-7.53574644160671
5724,CEARÁ,POTENGI,231120,-40.0321325356878,-7.09017946960707
5728,CEARÁ,POTIRETAMA,231123,-38.1579178531648,-5.72166790374219
5730,CEARÁ,QUITERIANÓPOLIS,231126,-40.7044888468331,-5.8470092293282
5736,CEARÁ,QUIXADÁ,231130,-39.0117446758304,-4.9637
5749,CEARÁ,QUIXELÔ,231135,-39.202294366455,-6.25121190037953
5751,CEARÁ,QUIXERAMOBIM,231140,-39.2943542269635,-5.19840483742558
5766,CEARÁ,QUIXERÉ,231150,-37.9905222250863,-5.06872895444067
5769,CEARÁ,REDENÇÃO,231160,-38.7295707505904,-4.22295815020099
5781,CEARÁ,RERIUTABA,231170,-40.5846120036545,-4.14156760083061
5786,CEARÁ,RUSSAS,231180,-37.9754312969011,-4.93973781536402
5796,CEARÁ,SABOEIRO,231190,-39.9045806984177,-6.53643335248083
5803,CEARÁ,SALITRE,231195,-40.46475206463,-7.28452868497372
5809,CEARÁ,SANTANA DO ACARAÚ,231200,-40.2094628598127,-3.45977534173114
5818,CEARÁ,SANTANA DO CARIRI,231210,-39.7379797815466,-7.18089778328218
5825,CEARÁ,SANTA QUITÉRIA,231220,-40.153507813582,-4.3332705
5836,CEARÁ,SÃO BENEDITO,231230,-40.8644898757611,-4.04472699
5840,CEARÁ,SÃO GONÇALO DO AMARANTE,231240,-38.9720758652803,-3.6056325
5849,CEARÁ,SÃO JOÃO DO JAGUARIBE,231250,-38.2719407043798,-5.26863055048591
5852,CEARÁ,SÃO LUÍS DO CURU,231260,-39.2416061849713,-3.67300925322864
5855,CEARÁ,SENADOR POMPEU,231270,-39.3753253308417,-5.58934375213112
5863,CEARÁ,SENADOR SÁ,231280,-40.4637920044144,-3.35178962803698
5866,CEARÁ,SOBRAL,231290,-40.3486680336582,-3.68803768376442
5886,CEARÁ,SOLONÓPOLE,231300,-39.0082249132446,-5.72635129100783
5892,CEARÁ,TABULEIRO DO NORTE,231310,-38.129737128172,-5.24380386987735
5897,CEARÁ,TAMBORIL,231320,-40.319068513296,-4.83392858315588
5906,CEARÁ,TARRAFAS,231325,-39.7584941948653,-6.68259031473737
5911,CEARÁ,TAUÁ,231330,-40.2926246551049,-6.00299893985789
5924,CEARÁ,TEJUÇUOCA,231335,-39.5768263617106,-3.98971180859371
5930,CEARÁ,TIANGUÁ,231340,-40.9917056226916,-3.722674
5937,CEARÁ,TRAIRI,231350,-39.272231872633,-3.26442016913387
5951,CEARÁ,TURURU,231355,-39.4343635369541,-3.59559523549983
5955,CEARÁ,UBAJARA,231360,-40.9071439279714,-3.84849143521655
5961,CEARÁ,UMARI,231370,-38.7013257158543,-6.64724437520981
5963,CEARÁ,UMIRIM,231375,-39.3423844042955,-3.67556189809805
5966,CEARÁ,URUBURETAMA,231380,-39.5081780697542,-3.62301683368172
5971,CEARÁ,URUOCA,231390,-40.5611630276796,-3.31323066042929
5974,CEARÁ,VARJOTA,231395,-40.4789932740701,-4.18282228275994
5977,CEARÁ,VÁRZEA ALEGRE,231400,-39.2989329971137,-6.79184585564321
5984,CEARÁ,VIÇOSA DO CEARÁ,231410,-41.0916290750336,-3.56601275320063
5994,RIO GRANDE DO NORTE,ACARI,240010,-36.6437388699983,-6.44208508893385
5997,RIO GRANDE DO NORTE,AÇU,240020,-36.9179232199589,-5.57194599924666
6011,RIO GRANDE DO NORTE,AFONSO BEZERRA,240030,-36.5091482339596,-5.49873426813082
6017,RIO GRANDE DO NORTE,ÁGUA NOVA,240040,-38.2908249542281,-6.20471671883501
6018,RIO GRANDE DO NORTE,ALEXANDRIA,240050,-38.0192888913064,-6.41713633794429
6019,RIO GRANDE DO NORTE,ALMINO AFONSO,240060,-37.7631253023649,-6.15742069252536
6020,RIO GRANDE DO NORTE,ALTO DO RODRIGUES,240070,-36.7594926142107,-5.293807787638
6023,RIO GRANDE DO NORTE,ANGICOS,240080,-36.6054328737792,-5.66036532908629
6024,RIO GRANDE DO NORTE,ANTÔNIO MARTINS,240090,-37.8857345656395,-6.21600445470736
6025,RIO GRANDE DO NORTE,APODI,240100,-37.797784476271,-5.66376981922722
6031,RIO GRANDE DO NORTE,AREIA BRANCA,240110,-37.1312717156955,-4.9528976305617
6037,RIO GRANDE DO NORTE,ARÊS,240120,-35.1606360959418,-6.19371227448261
6040,RIO GRANDE DO NORTE,AUGUSTO SEVERO,240130,-37.3088725642243,-5.85811442404707
6042,RIO GRANDE DO NORTE,BAÍA FORMOSA,240140,-35.0090361817886,-6.36999230418874
6045,RIO GRANDE DO NORTE,BARAÚNA,240145,-37.6181801950628,-5.07661810480469
6053,RIO GRANDE DO NORTE,BARCELONA,240150,-35.9267945279531,-5.9481318482859
6054,RIO GRANDE DO NORTE,BENTO FERNANDES,240160,-35.8216988907063,-5.69238331769413
6059,RIO GRANDE DO NORTE,BODÓ,240165,-36.413837702334,-5.98804524994105
6061,RIO GRANDE DO NORTE,BOM JESUS,240170,-35.5888032897951,-5.98631885234114
6062,RIO GRANDE DO NORTE,BREJINHO,240180,-35.3573540540418,-6.19257905870004
6064,RIO GRANDE DO NORTE,CAIÇARA DO NORTE,240185,-36.0558571538451,-5.06299440936317
6065,RIO GRANDE DO NORTE,CAIÇARA DO RIO DO VENTO,240190,-35.9997904110862,-5.75908714277655
6066,RIO GRANDE DO NORTE,CAICÓ,240200,-37.0964887711922,-6.45913883139328
6068,RIO GRANDE DO NORTE,CAMPO REDONDO,240210,-36.1825045694096,-6.24338305317339
6070,RIO GRANDE DO NORTE,CANGUARETAMA,240220,-35.1285396639931,-6.37492521572032
6074,RIO GRANDE DO NORTE,CARAÚBAS,240230,-37.5537021978471,-5.79117610285868
6077,RIO GRANDE DO NORTE,CARNAÚBA DOS DANTAS,240240,-36.5952519214664,-6.56073251736681
6079,RIO GRANDE DO NORTE,CARNAUBAIS,240250,-36.8346423564497,-5.33978539431904
6084,RIO GRANDE DO NORTE,CEARÁ-MIRIM,240260,-35.42448692853,-5.64098359191175
6110,RIO GRANDE DO NORTE,CERRO CORÁ,240270,-36.3457414414503,-6.0348271931366
6112,RIO GRANDE DO NORTE,CORONEL EZEQUIEL,240280,-36.2147710444246,-6.38340239029441
6113,RIO GRANDE DO NORTE,CORONEL JOÃO PESSOA,240290,-38.4402581627126,-6.26011221139078
6115,RIO GRANDE DO NORTE,CRUZETA,240300,-36.7917053203155,-6.41317640695567
6116,RIO GRANDE DO NORTE,CURRAIS NOVOS,240310,-36.5162192209593,-6.26467221895558
6121,RIO GRANDE DO NORTE,DOUTOR SEVERIANO,240320,-38.3736830788222,-6.09368737055909
6122,RIO GRANDE DO NORTE,PARNAMIRIM,240325,-35.2592090738617,-5.91036975825394
6123,RIO GRANDE DO NORTE,ENCANTO,240330,-38.3048789906516,-6.1111342006329
6125,RIO GRANDE DO NORTE,EQUADOR,240340,-36.7164124288599,-6.94584274907483
6126,RIO GRANDE DO NORTE,ESPÍRITO SANTO,240350,-35.3170907892286,-6.33557170320116
6129,RIO GRANDE DO NORTE,EXTREMOZ,240360,-35.3140254320232,-5.70270993620874
6140,RIO GRANDE DO NORTE,FELIPE GUERRA,240370,-37.6913850557146,-5.60196176980821
6141,RIO GRANDE DO NORTE,FERNANDO PEDROZA,240375,-36.5324535353652,-5.69601578146739
6142,RIO GRANDE DO NORTE,FLORÂNIA,240380,-36.8140762988106,-6.12695195501155
6143,RIO GRANDE DO NORTE,FRANCISCO DANTAS,240390,-38.1256497554185,-6.08809671674326
6144,RIO GRANDE DO NORTE,FRUTUOSO GOMES,240400,-37.8409607540419,-6.15623279929201
6146,RIO GRANDE DO NORTE,GALINHOS,240410,-36.2746400699779,-5.09168977841149
6149,RIO GRANDE DO NORTE,GOIANINHA,240420,-35.2177861245435,-6.25059038995067
6154,RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,240430,-37.5219118430218,-5.45891384210597
6158,RIO GRANDE DO NORTE,GROSSOS,240440,-37.1574841600262,-4.97551480707414
6159,RIO GRANDE DO NORTE,GUAMARÉ,240450,-36.3181443773969,-5.10736295459178
6165,RIO GRANDE DO NORTE,IELMO MARINHO,240460,-35.5528293750625,-5.81531503827622
6171,RIO GRANDE DO NORTE,IPANGUAÇU,240470,-36.8528746046542,-5.49714835330496
6178,RIO GRANDE DO NORTE,IPUEIRA,240480,-37.1978561298861,-6.81555076188514
6179,RIO GRANDE DO NORTE,ITAJÁ,240485,-36.8698181053353,-5.64354760896815
6181,RIO GRANDE DO NORTE,ITAÚ,240490,-37.9882686256902,-5.83793607342512
6183,RIO GRANDE DO NORTE,JAÇANÃ,240500,-36.2055929077335,-6.42497334736577
6184,RIO GRANDE DO NORTE,JANDAÍRA,240510,-36.1305852719426,-5.35528
6189,RIO GRANDE DO NORTE,JANDUÍS,240520,-37.4092111089131,-6.01609270285832
6190,RIO GRANDE DO NORTE,JANUÁRIO CICCO,240530,-35.600891962575,-6.15609802255279
6192,RIO GRANDE DO NORTE,JAPI,240540,-35.9459348280456,-6.46056601331605
6194,RIO GRANDE DO NORTE,JARDIM DE ANGICOS,240550,-35.969954329802,-5.6526312123534
6195,RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,240560,-37.3492178522692,-6.38009754919079
6196,RIO GRANDE DO NORTE,JARDIM DO SERIDÓ,240570,-36.77458152338,-6.58633625168301
6197,RIO GRANDE DO NORTE,JOÃO CÂMARA,240580,-35.8167878738553,-5.53842338336333
6211,RIO GRANDE DO NORTE,JOÃO DIAS,240590,-37.7969607820048,-6.27611409784306
6213,RIO GRANDE DO NORTE,JOSÉ DA PENHA,240600,-38.2844030704544,-6.31268844277092
6215,RIO GRANDE DO NORTE,JUCURUTU,240610,-37.020225829413,-6.03341878412747
6218,RIO GRANDE DO NORTE,JUNDIÁ,240615,-35.3277885218596,-6.26916933108908
6221,RIO GRANDE DO NORTE,LAGOA D'ANTA,240620,-35.5997951777328,-6.39150232349883
6223,RIO GRANDE DO NORTE,LAGOA DE PEDRAS,240630,-35.4334827321932,-6.14973910199057
6226,RIO GRANDE DO NORTE,LAGOA DE VELHOS,240640,-35.8706988331384,-5.99991551930281
6228,RIO GRANDE DO NORTE,LAGOA NOVA,240650,-36.4589606695817,-6.09766929639383
6233,RIO GRANDE DO NORTE,LAGOA SALGADA,240660,-35.4724975676103,-6.12581826185821
6234,RIO GRANDE DO NORTE,LAJES,240670,-36.242735126413,-5.69883035878165
6238,RIO GRANDE DO NORTE,LAJES PINTADAS,240680,-36.1184417929034,-6.15143207205811
6240,RIO GRANDE DO NORTE,LUCRÉCIA,240690,-37.8156328477028,-6.11692363522479
6241,RIO GRANDE DO NORTE,LUÍS GOMES,240700,-38.386420375103,-6.41402814243274
6243,RIO GRANDE DO NORTE,MACAÍBA,240710,-35.3552371335816,-5.85723661962623
6258,RIO GRANDE DO NORTE,MACAU,240720,-36.634973181901,-5.11336765030868
6264,RIO GRANDE DO NORTE,MAJOR SALES,240725,-38.3234550212287,-6.40375656574908
6265,RIO GRANDE DO NORTE,MARCELINO VIEIRA,240730,-38.1666126187356,-6.29354978779003
6268,RIO GRANDE DO NORTE,MARTINS,240740,-37.9113273956681,-6.09634749287148
6271,RIO GRANDE DO NORTE,MAXARANGUAPE,240750,-35.262074868072,-5.50545626577382
6278,RIO GRANDE DO NORTE,MESSIAS TARGINO,240760,-37.5120589301593,-6.07649750532978
6279,RIO GRANDE DO NORTE,MONTANHAS,240770,-35.2876919575565,-6.4822429389357
6280,RIO GRANDE DO NORTE,MONTE ALEGRE,240780,-35.3320992692543,-6.06787662410822
6289,RIO GRANDE DO NORTE,MONTE DAS GAMELEIRAS,240790,-35.7866071234666,-6.43946601652215
6290,RIO GRANDE DO NORTE,MOSSORÓ,240800,-37.3568741367043,-5.19380123470868
6312,RIO GRANDE DO NORTE,NATAL,240810,-35.2522547280543,-5.75089853761206
6313,RIO GRANDE DO NORTE,NÍSIA FLORESTA,240820,-35.211309564485,-6.09071414590346
6326,RIO GRANDE DO NORTE,NOVA CRUZ,240830,-35.4323003945869,-6.48006479201477
6335,RIO GRANDE DO NORTE,OLHO-D'ÁGUA DO BORGES,240840,-37.7118209785559,-5.95925838753112
6336,RIO GRANDE DO NORTE,OURO BRANCO,240850,-36.9462950766901,-6.69965894742555
6337,RIO GRANDE DO NORTE,PARANÁ,240860,-38.3111288501105,-6.48533050134249
6339,RIO GRANDE DO NORTE,PARAÚ,240870,-37.1016501352676,-5.77705551761264
6340,RIO GRANDE DO NORTE,PARAZINHO,240880,-35.8449895223578,-5.23078073449039
6342,RIO GRANDE DO NORTE,PARELHAS,240890,-36.6578048562049,-6.68875519717457
6345,RIO GRANDE DO NORTE,RIO DO FOGO,240895,-35.3848720422209,-5.27155865959121
6351,RIO GRANDE DO NORTE,PASSA E FICA,240910,-35.6473522143433,-6.42911549365363
6354,RIO GRANDE DO NORTE,PASSAGEM,240920,-35.3755657140696,-6.27444221295608
6357,RIO GRANDE DO NORTE,PATU,240930,-37.6401023994731,-6.1015320672853
6358,RIO GRANDE DO NORTE,SANTA MARIA,240933,-35.6903638553156,-5.83851870108946
6360,RIO GRANDE DO NORTE,PAU DOS FERROS,240940,-38.2032615200836,-6.11473183865013
6362,RIO GRANDE DO NORTE,PEDRA GRANDE,240950,-35.8759906400618,-5.14938743349801
6366,RIO GRANDE DO NORTE,PEDRA PRETA,240960,-36.1031358189646,-5.58190915620307
6368,RIO GRANDE DO NORTE,PEDRO AVELINO,240970,-36.3852292558735,-5.52400218205231
6373,RIO GRANDE DO NORTE,PEDRO VELHO,240980,-35.2229392416707,-6.43318948820377
6376,RIO GRANDE DO NORTE,PENDÊNCIAS,240990,-36.7191460402508,-5.25678817094245
6381,RIO GRANDE DO NORTE,PILÕES,241000,-38.0444431555028,-6.26572244024087
6382,RIO GRANDE DO NORTE,POÇO BRANCO,241010,-35.6550117699579,-5.61885150409171
6385,RIO GRANDE DO NORTE,PORTALEGRE,241020,-37.9851948257179,-6.02432801349187
6386,RIO GRANDE DO NORTE,PORTO DO MANGUE,241025,-36.7805380667257,-5.06967015221064
